,Team,Sport,Event,Medal,Age,Height,Weight
11397,United States,Sailing,Sailing Women's Two Person Dinghy,Gold,28.0,175.0,72.0
11398,United States,Shooting,"Shooting Women's Small-Bore Rifle, Three Positions, 50 metres",Bronze,30.0,165.0,59.0
11399,Czechoslovakia,Ski Jumping,"Ski Jumping Men's Large Hill, Team",Bronze,21.0,176.0,63.0
11400,United States,Swimming,Swimming Women's 4 x 100 metres Medley Relay,Silver,16.0,173.0,58.0
11401,Yugoslavia,Water Polo,Water Polo Men's Water Polo,Silver,20.0,182.0,91.0
11402,Yugoslavia,Water Polo,Water Polo Men's Water Polo,Silver,25.0,182.0,91.0
11403,South Korea,Football,Football Men's Football,Bronze,21.0,186.0,75.0
11404,South Korea,Hockey,Hockey Men's Hockey,Silver,25.0,184.0,80.0
11405,China,Badminton,Badminton Men's Singles,Gold,22.0,181.0,70.0
11406,South Korea,Boxing,Boxing Men's Light-Flyweight,Silver,19.0,158.0,48.0
11407,China,Shooting,"Shooting Men's Small-Bore Rifle, Three Positions, 50 metres",Gold,30.0,176.0,81.0
11408,China,Freestyle Skiing,Freestyle Skiing Men's Aerials,Bronze,22.0,175.0,70.0
11409,China,Cycling,Cycling Women's 500 metres Time Trial,Bronze,25.0,174.0,78.0
11410,China,Swimming,Swimming Men's 4 x 200 metres Freestyle Relay,Bronze,20.0,199.0,88.0
11411,China,Archery,Archery Men's Team,Bronze,26.0,186.0,77.0
11412,China,Synchronized Swimming,Synchronized Swimming Women's Team,Bronze,21.0,175.0,53.0
11413,China,Synchronized Swimming,Synchronized Swimming Women's Team,Silver,25.0,175.0,53.0
11414,China,Synchronized Swimming,Synchronized Swimming Women's Team,Bronze,21.0,175.0,54.0
11415,China,Synchronized Swimming,Synchronized Swimming Women's Team,Silver,25.0,175.0,54.0
11416,China,Volleyball,Volleyball Women's Volleyball,Gold,21.0,180.0,72.0
11417,China,Volleyball,Volleyball Women's Volleyball,Bronze,25.0,180.0,72.0
11418,China,Cycling,Cycling Women's 500 metres Time Trial,Silver,30.0,167.0,68.0
11419,China,Gymnastics,Gymnastics Women's Team All-Around,Gold,16.0,140.0,32.0
11420,China,Swimming,Swimming Women's 200 metres Butterfly,Silver,17.0,172.0,63.0
11421,China,Swimming,Swimming Women's 200 metres Butterfly,Gold,20.0,172.0,63.0
11422,China,Table Tennis,Table Tennis Women's Singles,Bronze,24.0,168.0,60.0
11423,China,Table Tennis,Table Tennis Women's Doubles,Silver,24.0,168.0,60.0
11424,Mongolia,Wrestling,"Wrestling Men's Middleweight, Freestyle",Silver,27.0,175.0,90.0
11425,United States,Athletics,Athletics Women's 4 x 400 metres Relay,Silver,21.0,168.0,62.0
11426,Japan,Synchronized Swimming,Synchronized Swimming Women's Team,Bronze,22.0,164.0,55.0
11427,Japan,Synchronized Swimming,Synchronized Swimming Women's Team,Silver,26.0,164.0,55.0
11428,Spain,Basketball,Basketball Men's Basketball,Silver,22.0,205.0,91.0
11429,Spain,Basketball,Basketball Men's Basketball,Silver,32.0,201.0,100.0
11430,Mexico,Football,Football Men's Football,Gold,22.0,174.0,67.0
11431,Spain,Equestrianism,"Equestrianism Mixed Dressage, Team",Silver,45.0,178.0,70.0
11432,Mexico,Football,Football Men's Football,Gold,21.0,190.0,76.0
11433,Mexico,Weightlifting,Weightlifting Women's Lightweight,Gold,23.0,153.0,58.0
11434,South Korea,Baseball,Baseball Men's Baseball,Gold,34.0,182.0,90.0
11435,South Korea,Shooting,"Shooting Men's Free Pistol, 50 metres",Silver,24.0,175.0,78.0
11436,South Korea,Shooting,"Shooting Men's Air Pistol, 10 metres",Silver,28.0,175.0,78.0
11437,South Korea,Shooting,"Shooting Men's Free Pistol, 50 metres",Gold,28.0,175.0,78.0
11438,South Korea,Shooting,"Shooting Men's Air Pistol, 10 metres",Gold,32.0,175.0,78.0
11439,South Korea,Shooting,"Shooting Men's Free Pistol, 50 metres",Gold,32.0,175.0,78.0
11440,South Korea,Shooting,"Shooting Men's Free Pistol, 50 metres",Gold,36.0,175.0,78.0
11441,South Korea,Baseball,Baseball Men's Baseball,Bronze,27.0,186.0,83.0
11442,South Korea,Short Track Speed Skating,"Short Track Speed Skating Women's 1,000 metres",Gold,17.0,164.0,56.0
11443,South Korea,Short Track Speed Skating,"Short Track Speed Skating Women's 1,500 metres",Gold,17.0,164.0,56.0
11444,South Korea,Short Track Speed Skating,"Short Track Speed Skating Women's 3,000 metres Relay",Gold,17.0,164.0,56.0
11445,South Korea,Hockey,Hockey Women's Hockey,Silver,22.0,160.0,55.0
11446,China,Rowing,Rowing Women's Quadruple Sculls,Gold,22.0,183.0,75.0
11447,Czechoslovakia,Rowing,Rowing Men's Coxed Fours,Gold,20.0,187.0,105.0
11448,Czechoslovakia,Rowing,Rowing Men's Coxed Eights,Bronze,28.0,187.0,105.0
11449,China,Wrestling,"Wrestling Women's Middleweight, Freestyle",Silver,24.0,170.0,63.0
11450,Kenya,Athletics,"Athletics Men's 3,000 metres Steeplechase",Silver,29.0,170.0,71.0
11451,Czech Republic-1,Canoeing,"Canoeing Men's Canadian Doubles, Slalom",Bronze,22.0,170.0,60.0
11452,Czechoslovakia,Ice Hockey,Ice Hockey Men's Ice Hockey,Bronze,24.0,170.0,78.0
11453,Czechoslovakia,Ice Hockey,Ice Hockey Men's Ice Hockey,Silver,28.0,170.0,78.0
11454,Czech Republic,Rowing,Rowing Men's Quadruple Sculls,Silver,22.0,190.0,90.0
11455,Brazil,Football,Football Men's Football,Bronze,21.0,189.0,76.0
11456,South Korea,Hockey,Hockey Women's Hockey,Silver,24.0,159.0,55.0
11457,South Korea,Short Track Speed Skating,"Short Track Speed Skating Women's 3,000 metres Relay",Gold,27.0,167.0,53.0
11458,South Korea,Volleyball,Volleyball Women's Volleyball,Bronze,23.0,165.0,58.0
11459,South Korea,Judo,Judo Men's Half-Middleweight,Bronze,20.0,180.0,81.0
11460,South Korea,Judo,Judo Men's Half-Middleweight,Silver,24.0,180.0,81.0
11461,South Korea,Judo,Judo Men's Open Class,Bronze,26.0,183.0,93.0
11462,South Korea,Judo,Judo Men's Half-Lightweight,Bronze,23.0,165.0,65.0
11463,South Korea,Judo,Judo Women's Middleweight,Gold,24.0,175.0,69.0
11464,South Korea,Judo,Judo Women's Middleweight,Bronze,28.0,175.0,69.0
11465,South Korea,Boxing,Boxing Men's Featherweight,Bronze,24.0,170.0,54.0
11466,South Korea,Judo,Judo Men's Heavyweight,Bronze,23.0,180.0,116.0
11467,South Korea,Judo,Judo Men's Heavyweight,Bronze,27.0,180.0,116.0
11468,Brazil,Football,Football Men's Football,Silver,24.0,170.0,74.0
11469,United States,Swimming,Swimming Men's 200 metres Breaststroke,Bronze,16.0,180.0,74.0
11470,East Germany,Rowing,Rowing Men's Coxed Fours,Silver,21.0,190.0,83.0
11471,Germany,Rowing,Rowing Men's Coxed Eights,Gold,24.0,193.0,100.0
11472,Germany,Rowing,Rowing Men's Coxed Eights,Silver,28.0,193.0,100.0
11473,Norway,Speed Skating,"Speed Skating Men's 10,000 metres",Silver,22.0,183.0,85.0
11474,Norway,Speed Skating,"Speed Skating Men's 5,000 metres",Silver,26.0,183.0,85.0
11475,Norway,Speed Skating,"Speed Skating Men's 10,000 metres",Gold,26.0,183.0,85.0
11476,Norway,Speed Skating,"Speed Skating Men's 5,000 metres",Gold,30.0,183.0,85.0
11477,Norway,Speed Skating,"Speed Skating Men's 10,000 metres",Bronze,30.0,183.0,85.0
11478,Norway,Sailing,Sailing Mixed Three Person Keelboat,Bronze,36.0,174.0,72.0
11479,Canada,Ice Hockey,Ice Hockey Men's Ice Hockey,Gold,23.0,179.0,75.0
11480,Brazil,Equestrianism,"Equestrianism Mixed Jumping, Team",Bronze,33.0,178.0,78.0
11481,Brazil,Equestrianism,"Equestrianism Mixed Jumping, Team",Bronze,37.0,178.0,78.0
11482,Norway,Canoeing,"Canoeing Men's Kayak Fours, 1,000 metres",Gold,23.0,191.0,86.0
11483,Norway,Canoeing,"Canoeing Men's Kayak Fours, 1,000 metres",Bronze,27.0,191.0,86.0
11484,Finland,Sailing,Sailing Mixed Skiff,Gold,31.0,181.0,75.0
11485,Sweden,Cycling,"Cycling Men's Road Race, Individual",Gold,23.0,176.0,71.0
11486,Sweden,Cycling,Cycling Men's 100 kilometres Team Time Trial,Bronze,25.0,188.0,75.0
11487,Sweden,Cycling,"Cycling Women's Road Race, Individual",Silver,24.0,168.0,54.0
11488,Sweden,Cycling,"Cycling Women's Road Race, Individual",Silver,32.0,168.0,54.0
11489,Sweden,Diving,Diving Men's Platform,Gold,34.0,170.0,76.0
11490,Sweden,Diving,Diving Men's Plain High,Silver,38.0,170.0,76.0
11491,Sweden,Wrestling,"Wrestling Men's Featherweight, Greco-Roman",Silver,23.0,164.0,62.0
11492,Sweden,Ice Hockey,Ice Hockey Men's Ice Hockey,Silver,22.0,188.0,87.0
11493,Sweden,Ice Hockey,Ice Hockey Men's Ice Hockey,Silver,23.0,180.0,86.0
11494,Sweden,Ice Hockey,Ice Hockey Men's Ice Hockey,Bronze,21.0,178.0,83.0
11495,Sweden,Ice Hockey,Ice Hockey Men's Ice Hockey,Silver,25.0,180.0,70.0
11496,Finland,Athletics,Athletics Men's Javelin Throw,Bronze,24.0,170.0,70.0
11497,Sweden,Swimming,Swimming Men's 100 metres Freestyle,Bronze,17.0,194.0,85.0
11498,Sweden,Swimming,Swimming Men's 100 metres Freestyle,Bronze,21.0,194.0,85.0
11499,Sweden,Swimming,Swimming Men's 4 x 100 metres Freestyle Relay,Bronze,21.0,194.0,85.0
11500,Sweden,Ice Hockey,Ice Hockey Men's Ice Hockey,Gold,26.0,189.0,88.0
11501,Sweden,Shooting,"Shooting Mixed Small-Bore Rifle, Three Positions, 50 metres",Bronze,35.0,184.0,78.0
11502,Sweden,Ice Hockey,Ice Hockey Men's Ice Hockey,Bronze,20.0,188.0,81.0
11503,Sweden,Ice Hockey,Ice Hockey Men's Ice Hockey,Silver,32.0,188.0,81.0
11504,Sweden-2,Tennis,Tennis Men's Doubles,Silver,33.0,175.0,80.0
11505,Sweden,Wrestling,"Wrestling Men's Super-Heavyweight, Greco-Roman",Bronze,26.0,194.0,130.0
11506,Sweden,Wrestling,"Wrestling Men's Super-Heavyweight, Greco-Roman",Silver,30.0,194.0,130.0
11507,Sweden,Biathlon,Biathlon Men's 4 x 7.5 kilometres Relay,Bronze,24.0,182.0,81.0
11508,Japan,Baseball,Baseball Men's Baseball,Bronze,28.0,182.0,86.0
11509,East Germany,Athletics,Athletics Women's Heptathlon,Silver,30.0,178.0,66.0
11510,Sweden,Swimming,Swimming Women's 4 x 100 metres Freestyle Relay,Bronze,24.0,175.0,70.0
11511,Norway,Handball,Handball Women's Handball,Silver,19.0,176.0,70.0
11512,United States,Athletics,Athletics Men's 110 metres Hurdles,Gold,25.0,178.0,70.0
11513,United States,Water Polo,Water Polo Women's Water Polo,Gold,21.0,186.0,81.0
11514,Canada,Athletics,Athletics Men's 100 metres,Bronze,22.0,177.0,75.0
11515,Canada,Athletics,Athletics Men's 4 x 100 metres Relay,Bronze,22.0,177.0,75.0
11516,United States,Alpine Skiing,Alpine Skiing Men's Downhill,Gold,23.0,175.0,77.0
11517,United States,Archery,Archery Men's Team,Gold,40.0,191.0,98.0
11518,United States,Archery,Archery Men's Team,Bronze,45.0,191.0,98.0
11519,United States,Athletics,Athletics Men's Long Jump,Silver,21.0,175.0,61.0
11520,Canada,Boxing,Boxing Men's Middleweight,Bronze,20.0,180.0,75.0
11521,United States,Athletics,Athletics Men's High Jump,Gold,22.0,191.0,79.0
11522,United States,Water Polo,Water Polo Women's Water Polo,Silver,26.0,162.0,59.0
11523,United States,Athletics,Athletics Men's Decathlon,Bronze,29.0,190.0,91.0
11524,United States,Swimming,Swimming Men's 4 x 100 metres Freestyle Relay,Gold,21.0,186.0,75.0
11525,United States,Swimming,Swimming Men's 4 x 200 metres Freestyle Relay,Gold,21.0,186.0,75.0
11526,Great Britain,Athletics,Athletics Men's 800 metres,Silver,23.0,176.0,66.0
11527,Great Britain,Athletics,Athletics Men's 4 x 400 metres Relay,Bronze,23.0,176.0,66.0
11528,United States,Athletics,"Athletics Men's Cross-Country, Individual",Bronze,33.0,170.0,59.0
11529,United States,Athletics,"Athletics Men's Cross-Country, Team",Silver,33.0,170.0,59.0
11530,Australia,Swimming,Swimming Women's 4 x 200 metres Freestyle Relay,Bronze,16.0,179.0,72.0
11531,United States,Ice Hockey,Ice Hockey Men's Ice Hockey,Silver,21.0,193.0,107.0
11532,United States,Basketball,Basketball Men's Basketball,Gold,25.0,180.0,79.0
11533,Canada,Ice Hockey,Ice Hockey Men's Ice Hockey,Silver,22.0,178.0,79.0
11534,United States,Ice Hockey,Ice Hockey Men's Ice Hockey,Silver,23.0,183.0,100.0
11535,United States,Athletics,Athletics Men's Pole Vault,Bronze,21.0,180.0,70.0
11536,United States,Swimming,Swimming Women's 4 x 100 metres Freestyle Relay,Gold,16.0,180.0,63.0
11537,United States,Swimming,Swimming Women's 100 metres Butterfly,Silver,16.0,180.0,63.0
11538,United States,Swimming,Swimming Women's 4 x 100 metres Medley Relay,Gold,16.0,180.0,63.0
11539,United States,Rowing,Rowing Women's Coxed Eights,Silver,25.0,177.0,74.0
11540,Great Britain,Hockey,Hockey Women's Hockey,Bronze,25.0,170.0,65.0
11541,United States,Gymnastics,Gymnastics Women's Team All-Around,Silver,24.0,153.0,45.0
11542,United States,Gymnastics,Gymnastics Women's Balance Beam,Bronze,24.0,153.0,45.0
11543,United States,Athletics,Athletics Men's Pole Vault,Silver,26.0,185.0,86.0
11544,Great Britain,Athletics,Athletics Men's 50 kilometres Walk,Bronze,48.0,178.0,60.0
11545,United States,Basketball,Basketball Men's Basketball,Gold,32.0,205.0,100.0
11546,United States,Ice Hockey,Ice Hockey Men's Ice Hockey,Gold,22.0,175.0,73.0
11547,United States,Boxing,Boxing Men's Middleweight,Bronze,18.0,177.0,75.0
11548,United States,Athletics,Athletics Men's 4 x 400 metres Relay,Gold,24.0,183.0,77.0
11549,United States,Athletics,Athletics Men's 200 metres,Gold,28.0,183.0,77.0
11550,United States,Athletics,Athletics Men's 400 metres,Gold,28.0,183.0,77.0
11551,United States,Athletics,Athletics Men's 400 metres,Gold,33.0,183.0,77.0
11552,United States,Ice Hockey,Ice Hockey Men's Ice Hockey,Gold,24.0,183.0,82.0
11553,United States,Athletics,Athletics Men's Decathlon,Silver,21.0,190.0,91.0
11554,United States,Athletics,Athletics Men's Decathlon,Gold,25.0,190.0,91.0
11555,United States,Gymnastics,Gymnastics Men's Team All-Around,Gold,23.0,160.0,57.0
11556,United States,Basketball,Basketball Women's Basketball,Gold,29.0,182.0,81.0
11557,United States,Gymnastics,Gymnastics Women's Individual All-Around,Silver,16.0,145.0,41.0
11558,United States,Gymnastics,Gymnastics Women's Team All-Around,Silver,16.0,145.0,41.0
11559,United States,Gymnastics,Gymnastics Women's Floor Exercise,Silver,16.0,145.0,41.0
11560,United States,Gymnastics,Gymnastics Women's Balance Beam,Gold,16.0,145.0,41.0
11561,United States,Hockey,Hockey Women's Hockey,Bronze,26.0,170.0,57.0
11562,Australia,Equestrianism,"Equestrianism Mixed Three-Day Event, Team",Silver,40.0,162.0,60.0
11563,United States,Diving,Diving Men's Synchronized Platform,Silver,20.0,188.0,80.0
11564,United States-2,Tennis,Tennis Men's Doubles,Bronze,26.0,188.0,86.0
11565,Great Britain,Cycling,"Cycling Men's Tandem Sprint, 2,000 metres",Silver,21.0,163.0,70.0
11566,Great Britain,Cycling,Cycling Men's Sprint,Silver,33.0,163.0,70.0
11567,Great Britain,Cycling,"Cycling Men's Team Pursuit, 4,000 metres",Silver,33.0,163.0,70.0
11568,United States,Rowing,Rowing Men's Coxless Pairs,Silver,27.0,191.0,86.0
11569,United States,Swimming,Swimming Men's 4 x 100 metres Freestyle Relay,Gold,21.0,191.0,86.0
11570,United States,Swimming,Swimming Men's 4 x 200 metres Freestyle Relay,Gold,21.0,191.0,86.0
11571,Cuba,Boxing,Boxing Men's Light-Welterweight,Silver,23.0,158.0,64.0
11572,United States,Athletics,Athletics Women's 400 metres Hurdles,Silver,25.0,165.0,57.0
11573,United States,Diving,Diving Women's Synchronized Springboard,Silver,22.0,165.0,61.0
11574,Great Britain,Athletics,"Athletics Men's 3,000 metres, Team",Silver,22.0,179.0,73.0
11575,United States,Rowing,Rowing Men's Coxed Eights,Gold,20.0,188.0,84.0
11576,New Zealand,Rowing,Rowing Men's Coxed Fours,Bronze,29.0,195.0,91.0
11577,Canada,Ice Hockey,Ice Hockey Men's Ice Hockey,Bronze,26.0,177.0,81.0
11578,Canada,Ice Hockey,Ice Hockey Women's Ice Hockey,Gold,20.0,170.0,67.0
11579,Canada,Ice Hockey,Ice Hockey Women's Ice Hockey,Gold,24.0,170.0,67.0
11580,United States,Volleyball,Volleyball Women's Volleyball,Silver,25.0,191.0,82.0
11581,Serbia and Montenegro,Volleyball,Volleyball Men's Volleyball,Bronze,24.0,191.0,82.0
11582,Serbia,Basketball,Basketball Men's Basketball,Silver,21.0,209.0,115.0
11583,Serbia and Montenegro,Water Polo,Water Polo Men's Water Polo,Silver,21.0,188.0,102.0
11584,Poland,Gymnastics,Gymnastics Men's Floor Exercise,Silver,20.0,168.0,61.0
11585,Finland,Ice Hockey,Ice Hockey Men's Ice Hockey,Silver,22.0,181.0,86.0
11586,Finland,Ice Hockey,Ice Hockey Men's Ice Hockey,Bronze,30.0,181.0,86.0
11587,Finland,Ice Hockey,Ice Hockey Men's Ice Hockey,Silver,27.0,187.0,91.0
11588,Finland,Ice Hockey,Ice Hockey Men's Ice Hockey,Bronze,31.0,187.0,91.0
11589,Finland,Ice Hockey,Ice Hockey Men's Ice Hockey,Bronze,35.0,187.0,91.0
11590,Croatia,Water Polo,Water Polo Men's Water Polo,Gold,24.0,203.0,95.0
11591,Croatia,Water Polo,Water Polo Men's Water Polo,Silver,28.0,203.0,95.0
11592,France,Handball,Handball Men's Handball,Gold,27.0,178.0,81.0
11593,Netherlands,Hockey,Hockey Men's Hockey,Silver,27.0,173.0,71.0
11594,United States,Sailing,Sailing Women's Two Person Dinghy,Gold,32.0,165.0,57.0
11595,France,Fencing,"Fencing Men's Foil, Individual",Silver,21.0,184.0,67.0
11596,France,Fencing,"Fencing Men's Foil, Team",Gold,21.0,184.0,67.0
11597,France,Fencing,"Fencing Men's Foil, Team",Bronze,26.0,184.0,67.0
11598,Germany,Athletics,Athletics Men's 100 metres,Bronze,22.0,179.0,73.0
11599,Germany,Athletics,Athletics Men's 4 x 100 metres Relay,Silver,22.0,179.0,73.0
11600,United States,Boxing,Boxing Men's Middleweight,Bronze,22.0,175.0,75.0
11601,United States,Basketball,Basketball Women's Basketball,Gold,31.0,191.0,89.0
11602,United States,Athletics,Athletics Women's 4 x 100 metres Relay,Gold,15.0,171.0,60.0
11603,United States,Athletics,Athletics Women's 4 x 100 metres Relay,Gold,23.0,171.0,60.0
11604,Great Britain,Equestrianism,"Equestrianism Mixed Three-Day Event, Team",Gold,35.0,178.0,64.0
11605,United States,Basketball,Basketball Men's Basketball,Silver,20.0,203.0,93.0
11606,Australia,Athletics,Athletics Women's 800 metres,Silver,23.0,173.0,55.0
11607,United States,Basketball,Basketball Women's Basketball,Bronze,22.0,172.0,59.0
11608,United States,Swimming,Swimming Men's 4 x 100 metres Freestyle Relay,Gold,24.0,195.0,95.0
11609,United States,Swimming,Swimming Men's 50 metres Freestyle,Silver,28.0,195.0,95.0
11610,United States,Swimming,Swimming Men's 4 x 100 metres Freestyle Relay,Silver,28.0,195.0,95.0
11611,United States,Swimming,Swimming Men's 4 x 100 metres Medley Relay,Gold,28.0,195.0,95.0
11612,Great Britain,Athletics,Athletics Men's 4 x 100 metres Relay,Bronze,20.0,179.0,76.0
11613,United States,Basketball,Basketball Men's Basketball,Silver,20.0,203.0,93.0
11614,United States,Athletics,Athletics Men's 800 metres,Bronze,20.0,180.0,73.0
11615,United States,Athletics,Athletics Women's 4 x 100 metres Relay,Gold,23.0,171.0,61.0
11616,United States,Athletics,Athletics Men's 110 metres Hurdles,Bronze,22.0,180.0,76.0
11617,United States,Athletics,Athletics Men's 110 metres Hurdles,Gold,26.0,180.0,76.0
11618,United States,Baseball,Baseball Men's Baseball,Bronze,21.0,178.0,77.0
11619,Great Britain,Taekwondo,Taekwondo Women's Featherweight,Gold,19.0,156.0,57.0
11620,Great Britain,Taekwondo,Taekwondo Women's Featherweight,Gold,23.0,156.0,57.0
11621,Canada,Curling,Curling Women's Curling,Gold,39.0,173.0,63.0
11622,Great Britain,Snowboarding,Snowboarding Women's Slopestyle,Bronze,33.0,161.0,61.0
11623,United States,Athletics,Athletics Men's 4 x 100 metres Relay,Gold,18.0,183.0,77.0
11624,United States,Basketball,Basketball Men's Basketball,Gold,24.0,185.0,91.0
11625,Great Britain,Athletics,Athletics Men's 4 x 100 metres Relay,Silver,26.0,180.0,75.0
11626,Australia,Swimming,Swimming Women's 100 metres Breaststroke,Silver,15.0,177.0,68.0
